Vehicle condition,Category,Vehicle Number,Origin,Mileage,Cubic Capacity,Power,Fuel,Number of Seats,Door Count,Transmission,Emission Class,Emissions Sticker,First Registration,HU,Climatisation,Parking sensors,Airbags,Colour (Manufacturer),Colour,Interior Design,price,Make,Number of Vehicle Owners,Cylinders
"Used vehicle, Accident-free",SUV / Off-road Vehicle / Pickup Truck,BN25324,German edition,94910.0,999.0,85.0,Petrol,5.0,4/5,Automatic,Euro6,4 (Green),12/2018,New,Automatic air conditioning,"Rear, Front, Camera, Self-steering systems",Front Airbags,Mystery Blau,Blue Metallic,"Cloth, Black",14489.0,Seat,1.0,
"Used vehicle, Accident-free",Van / Minibus,1351,German edition,127656.0,1968.0,103.0,Diesel,7.0,4/5,Manual gearbox,Euro5,4 (Green),07/2015,New,"Automatic climatisation, 2 zones","Front, Camera, Rear",Front and Side and More Airbags,"""Deep"" Schwarz",Black Metallic,"Cloth, Grey",17499.0,Seat,2.0,4.0
"Used vehicle, Accident-free",Van / Minibus,3010,German edition,74000.0,1395.0,110.0,Petrol,7.0,4/5,Automatic,Euro6,4 (Green),07/2017,10/2026,Automatic air conditioning,"Front, Camera, Rear",Front and Side and More Airbags,Deep Black Perleffekt,Black Metallic,"Alcantara, Black",27990.0,Seat,2.0,4.0
Used vehicle,Van / Minibus,,German edition,139300.0,1968.0,110.0,Diesel,7.0,4/5,Automatic,Euro6d-TEMP,4 (Green),06/2020,New,"Automatic climatisation, 3 zones","Rear, Front, Camera",Front and Side and More Airbags,Uranograu,Grey,"Cloth, Other",24900.0,Seat,1.0,
"Used vehicle, Accident-free",Estate Car,801147,,67000.0,1984.0,221.0,Petrol,5.0,4/5,Manual gearbox,Euro6,4 (Green),08/2017,01/2025,"Automatic climatisation, 2 zones","Rear, Front",,"""Pirineos"" Grau",Grey Metallic,"Full leather, Black",22199.0,Seat,5.0,4.0
Used vehicle,Estate Car,0198E,German edition,68178.0,1984.0,221.0,Petrol,5.0,4/5,Automatic,Euro6,4 (Green),03/2019,New,"Automatic climatisation, 2 zones","Front, Rear, Camera, Self-steering systems",Front and Side and More Airbags,Nevada weiß,White Metallic,"Alcantara, Black",25990.0,Seat,,
"Used vehicle, Accident-free",Estate Car,GHH000841,German edition,76128.0,1968.0,110.0,Diesel,5.0,4/5,Automatic,Euro6d,4 (Green),02/2022,New,"Automatic climatisation, 3 zones","Rear, Front, Self-steering systems",Front and Side and More Airbags,Weiss,White,"Cloth, Grey",19999.0,Seat,2.0,4.0
"Used vehicle, Accident-free",Van / Minibus,,,126000.0,1395.0,110.0,Petrol,5.0,4/5,Automatic,Euro6,4 (Green),06/2016,New,Automatic air conditioning,"Rear, Front",Front and Side and More Airbags,"""Reflex"" Silber",Silver Metallic,"Cloth, Black",18990.0,Seat,3.0,4.0
Used vehicle,Saloon,0334D,German edition,72172.0,1498.0,110.0,Petrol,5.0,4/5,Manual gearbox,Euro6d-TEMP,4 (Green),05/2019,New,"Automatic climatisation, 2 zones","Rear, Front, Camera",Front and Side and More Airbags,Mitternachtsschwarz,Black Metallic,"Cloth, Black",18950.0,Seat,,
Used vehicle,Saloon,,German edition,77995.0,1798.0,132.0,Petrol,5.0,4/5,Automatic,Euro6,4 (Green),11/2016,New,"Automatic climatisation, 2 zones","Front, Rear",Front and Side and More Airbags,"""Estrella"" Silber",Silver Metallic,"Alcantara, Grey",16490.0,Seat,2.0,4.0
"Used vehicle, Accident-free",Saloon,,,112500.0,1984.0,221.0,Petrol,5.0,4/5,Automatic,Euro6,,02/2018,01/2025,"Automatic climatisation, 2 zones","Front, Camera, Rear",Front and Side and More Airbags,,White,"Alcantara, Black",25500.0,Seat,2.0,
"Used vehicle, Accident-free",Saloon,2,German edition,101859.0,1395.0,110.0,Petrol,5.0,4/5,Manual gearbox,Euro6,4 (Green),05/2016,New,"Automatic climatisation, 2 zones","Rear, Front",Front and Side and More Airbags,"""Nevada"" Weiss",White Metallic,"Cloth, Black",13400.0,Seat,,4.0
Used vehicle,Saloon,,,86800.0,1395.0,92.0,Petrol,5.0,4/5,Manual gearbox,,,11/2015,,"Automatic climatisation, 3 zones","Rear, Front, Camera",Front and Side and More Airbags,"""Candy"" Weiss",White,"Part leather, Other",13890.0,Seat,,4.0
Used vehicle,Saloon,GW-H030360,German edition,52208.0,1984.0,221.0,Petrol,5.0,4/5,Automatic,Euro6,4 (Green),08/2017,New,"Automatic climatisation, 2 zones","Front, Camera, Rear",Front and Side and More Airbags,Pirineos grau,Grey Metallic,"Full leather, Black",23250.0,Seat,1.0,4.0
Used vehicle,SUV / Off-road Vehicle / Pickup Truck,37 0261D19-7593AMN,German edition,98246.0,1395.0,110.0,Petrol,5.0,4/5,Automatic,,,01/2018,10/2025,"Automatic climatisation, 2 zones","Rear, Front",Front and Side and More Airbags,"""Rodium"" Grau",Grey Metallic,"Alcantara, Black",17650.0,Seat,,4.0
"Used vehicle, Accident-free",Saloon,11,German edition,108000.0,1395.0,110.0,Petrol,5.0,4/5,Automatic,Euro6,4 (Green),10/2017,10/2026,"Automatic climatisation, 2 zones","Front, Rear",Front and Side and More Airbags,"""Boheme"" Violett",Purple,"Part leather, Black",16390.0,Seat,1.0,4.0
"Used vehicle, Accident-free",Saloon,9611323,,124800.0,1968.0,135.0,Diesel,5.0,4/5,Automatic,Euro6,4 (Green),11/2014,,"Automatic climatisation, 2 zones","Front, Rear",Front and Side and More Airbags,technograumet.,Grey Metallic,"Alcantara, Black",15800.0,Seat,2.0,
"Used vehicle, Accident-free",Saloon,1154983,,99700.0,1197.0,81.0,Petrol,5.0,4/5,Manual gearbox,Euro6,4 (Green),03/2016,,Automatic air conditioning,Rear,Front and Side and More Airbags,reflexsilbermet.,Silver Metallic,"Cloth, Black",9950.0,Seat,1.0,
Used vehicle,SUV / Off-road Vehicle / Pickup Truck,32263-25_56965,,70000.0,1498.0,110.0,Petrol,7.0,4/5,Manual gearbox,Euro6d,4 (Green),08/2019,New,"Automatic climatisation, 3 zones","Front, 360° camera, Self-steering systems, Rear",Front and Side and More Airbags,Reflex Silver,Silver Metallic,"Alcantara, Black",22740.0,Seat,1.0,4.0
"Used vehicle, Accident-free",Estate Car,,German edition,99163.0,1395.0,110.0,Petrol,5.0,4/5,Manual gearbox,Euro6,4 (Green),04/2016,,"Automatic climatisation, 2 zones","Front, Rear",Front and Side and More Airbags,"""Apolo"" Blau",Blue Metallic,"Cloth, Black",13980.0,Seat,2.0,
"Used vehicle, Accident-free",Small Car,36,German edition,92538.0,1395.0,110.0,Petrol,5.0,4/5,Manual gearbox,Euro6,4 (Green),02/2016,06/2025,"Automatic climatisation, 2 zones","Front, Rear",Front and Side and More Airbags,"""Technic"" Grau",Grey Metallic,"Cloth, Black",13790.0,Seat,2.0,4.0
"Used vehicle, Accident-free",Saloon,,,79708.0,1197.0,77.0,Petrol,5.0,4/5,Automatic,Euro5,4 (Green),02/2015,03/2026,Automatic air conditioning,"Camera, Rear",Front and Side Airbags,"""Montsant"" Rot",Red Metallic,"Alcantara, Black",12990.0,Seat,,4.0
"Used vehicle, Accident-free",Van / Minibus,,,114000.0,1390.0,110.0,Petrol,7.0,4/5,Manual gearbox,Euro5,4 (Green),12/2014,New,A/C (man.),"Rear, Front",Front and Side and More Airbags,"""Night"" Blau",Blue Metallic,"Cloth, Black",13900.0,Seat,2.0,
Used vehicle,SUV / Off-road Vehicle / Pickup Truck,148220620544,German edition,80154.0,1395.0,110.0,Petrol,5.0,4/5,Manual gearbox,Euro6,4 (Green),05/2018,New,Automatic air conditioning,"Rear, Camera",Front and Side and More Airbags,"""Nevada"" Weiss",White,"Cloth, Other",18960.0,Seat,1.0,4.0
"Used vehicle, Accident-free",Estate Car,57271,German edition,104000.0,1395.0,110.0,Petrol,5.0,4/5,Automatic,Euro6,4 (Green),05/2017,New,"Automatic climatisation, 2 zones","Rear, Front",Front and Side and More Airbags,Mitternachtsschwarz/Schwarz,Black Metallic,"Part leather, Black",15990.0,Seat,3.0,4.0
"Used vehicle, Accident-free",Van / Minibus,,,74800.0,1395.0,110.0,Petrol,5.0,4/5,Manual gearbox,Euro6,4 (Green),06/2018,New,"Automatic climatisation, 3 zones","Rear, Front",Front and Side and More Airbags,Eiche Braun Schwarz Metallic,Black Metallic,"Other, Other",22950.0,Seat,1.0,4.0
Used vehicle,Saloon,,,90045.0,1395.0,110.0,Petrol,5.0,4/5,Automatic,Euro6,4 (Green),11/2016,New,"Automatic climatisation, 2 zones","Camera, Front, Rear",Front and Side and More Airbags,,Grey Metallic,"Alcantara, Black",14900.0,Seat,1.0,
Used vehicle,Van / Minibus,,,90350.0,1395.0,110.0,Petrol,7.0,4/5,Automatic,Euro6,4 (Green),07/2018,07/2025,"Automatic climatisation, 3 zones","Camera, Rear, Front",Front and Side and More Airbags,Uranograu,Grey,"Alcantara, Black",25999.0,Seat,1.0,4.0
Used vehicle,SUV / Off-road Vehicle / Pickup Truck,,,59960.0,1395.0,110.0,Petrol,5.0,4/5,Automatic,,,09/2018,New,"Automatic climatisation, 2 zones","Rear, Camera",Front and Side and More Airbags,,Black Metallic,"Cloth, Black",21790.0,Seat,,
"Used vehicle, Accident-free",Estate Car,,German edition,108000.0,1798.0,132.0,Petrol,5.0,4/5,Manual gearbox,Euro6,4 (Green),07/2014,New,Automatic air conditioning,"Front, Rear",Front and Side and More Airbags,"""Emocion"" rot",Red,Alcantara,12990.0,Seat,1.0,4.0
"Used vehicle, Accident-free",Estate Car,,German edition,100000.0,1395.0,90.0,Petrol,5.0,4/5,Manual gearbox,Euro5,4 (Green),05/2015,New,"Automatic climatisation, 2 zones","Rear, Front",Front and Side and More Airbags,"""technic"" grau",Grey Metallic,"Alcantara, Black",12980.0,Seat,3.0,4.0
Used vehicle,Estate Car,,German edition,96398.0,1395.0,110.0,Petrol,5.0,4/5,Manual gearbox,Euro6,4 (Green),12/2015,,Automatic air conditioning,Rear,Front and Side and More Airbags,Apolo Blau,Blue Metallic,"Cloth, Black",13450.0,Seat,1.0,4.0
"Used vehicle, Accident-free",SUV / Off-road Vehicle / Pickup Truck,tsbg005-500871,German edition,92718.0,1968.0,110.0,Diesel,5.0,4/5,Manual gearbox,Euro6,4 (Green),06/2016,New,"Automatic climatisation, 2 zones","360° camera, Rear",Front and Side and More Airbags,Reflexsilber Metallic,Silver Metallic,"Part leather, Black",18990.0,Seat,3.0,4.0
Used vehicle,Estate Car,,,77000.0,1395.0,103.0,Petrol,5.0,4/5,Manual gearbox,Euro5,4 (Green),08/2014,New,Automatic air conditioning,"Rear, Front",Front and Side and More Airbags,"""Nevada"" weiss",White Metallic,"Alcantara, Black",12999.0,Seat,1.0,4.0
Used vehicle,Estate Car,DRN-015162,,85140.0,1498.0,110.0,Petrol,5.0,4/5,Automatic,Euro6d-TEMP,4 (Green),03/2020,,"Automatic climatisation, 2 zones","Rear, Front, Camera",Front and Side and More Airbags,Mitternachtsschwarz,Black Metallic,"Full leather, Black",19450.0,Seat,1.0,4.0
"Used vehicle, Accident-free",Saloon,155811,,84650.0,999.0,85.0,Petrol,5.0,4/5,Manual gearbox,Euro6d-TEMP,4 (Green),05/2019,New,"Automatic climatisation, 2 zones",Rear,Front and Side and More Airbags,Magnetic Tech,Grey Metallic,"Cloth, Black",15870.0,Seat,1.0,3.0
"Used vehicle, Accident-free",Estate Car,,German edition,71000.0,1395.0,92.0,Petrol,5.0,4/5,,Euro6,4 (Green),10/2014,10/2025,"Automatic climatisation, 2 zones","Front, Rear",,,Black Metallic,"Part leather, Black",13990.0,Seat,1.0,
Used vehicle,Van / Minibus,,German edition,100000.0,1968.0,135.0,Diesel,5.0,4/5,Automatic,Euro6,4 (Green),12/2016,New,"Automatic climatisation, 3 zones","Front, Rear, Camera, Self-steering systems",Front and Side and More Airbags,Deep Black Perleffekt,Black Metallic,"Alcantara, Black",24990.0,Seat,2.0,
"Used vehicle, Accident-free",SUV / Off-road Vehicle / Pickup Truck,6546901,German edition,93228.0,1498.0,110.0,Petrol,5.0,4/5,Manual gearbox,Euro6d-TEMP,4 (Green),03/2020,New,Automatic air conditioning,"Camera, Self-steering systems, Front, Rear",Front and Side and More Airbags,magic schwarz metallic,Black Metallic,"Alcantara, Black",18370.0,Seat,1.0,
"Used vehicle, Accident-free",Saloon,752,EU edition,83137.0,1798.0,132.0,Petrol,5.0,4/5,Automatic,Euro6,4 (Green),12/2017,02/2025,"Automatic climatisation, 2 zones","Front, Camera, Rear",Front and Side and More Airbags,Boheme Lila,Purple Metallic,"Part leather, Black",17990.0,Seat,1.0,4.0
Used vehicle,Van / Minibus,,German edition,129200.0,1968.0,135.0,Diesel,7.0,4/5,Automatic,Euro6,4 (Green),12/2016,New,"Automatic climatisation, 3 zones","Front, Camera, Rear",Front and Side and More Airbags,Night Blue Metallic,Blue Metallic,"Alcantara, Other",22950.0,Seat,2.0,4.0
"Used vehicle, Accident-free",SUV / Off-road Vehicle / Pickup Truck,3038,German edition,98600.0,1395.0,110.0,Petrol,5.0,4/5,Manual gearbox,Euro6,4 (Green),05/2018,New,"Automatic climatisation, 2 zones","Rear, Front",Front and Side and More Airbags,"""Nevada"" Weiss",White Metallic,"Cloth, Black",16950.0,Seat,2.0,4.0
"Used vehicle, Accident-free",Saloon,6875-24_56863,,88000.0,1968.0,110.0,Diesel,5.0,4/5,Automatic,Euro6,4 (Green),08/2018,New,"Automatic climatisation, 2 zones","Rear, Front, Camera",Front and Side and More Airbags,gelb,Yellow,"Part leather, Black",19690.0,Seat,2.0,4.0
"Used vehicle, Accident-free",Van / Minibus,C_RGH_3003033-_24,,129895.0,1968.0,110.0,Diesel,5.0,4/5,Manual gearbox,Euro6,4 (Green),03/2016,New,Automatic air conditioning,"Rear, Front, Camera",Front Airbags,Rot,Red Metallic,"Cloth, Grey",18990.0,Seat,2.0,
"Used vehicle, Accident-free",Estate Car,,German edition,112090.0,1968.0,135.0,Diesel,5.0,4/5,Manual gearbox,Euro5,4 (Green),03/2015,New,"Automatic climatisation, 2 zones","Rear, Front, Camera",Front and Side and More Airbags,"""Technic"" Grau",Grey Metallic,"Alcantara, Black",13400.0,Seat,,4.0
"Used vehicle, Accident-free",Saloon,,,56800.0,1984.0,213.0,Petrol,4.0,2/3,Manual gearbox,Euro6,,01/2016,12/2026,"Automatic climatisation, 2 zones","Front, Rear",Front and Side and More Airbags,,Black,,20499.0,Seat,2.0,
"Used vehicle, Accident-free",Saloon,,German edition,84600.0,1395.0,90.0,Petrol,5.0,4/5,Manual gearbox,Euro5,4 (Green),10/2013,New,"Automatic climatisation, 2 zones",Rear,Front and Side and More Airbags,Emocion Rot,Red,"Other, Other",11900.0,Seat,2.0,
Used vehicle,Saloon,,German edition,90000.0,1984.0,221.0,Petrol,5.0,4/5,Manual gearbox,Euro6,4 (Green),10/2018,New,"Automatic climatisation, 2 zones","Front, Camera, Rear",Front and Side and More Airbags,Mystery Blue,Blue Metallic,"Alcantara, Black",20990.0,Seat,2.0,4.0
"Used vehicle, Accident-free",Saloon,,German edition,99000.0,1798.0,132.0,Petrol,5.0,4/5,Automatic,Euro6,4 (Green),08/2018,New,"Automatic climatisation, 2 zones","Front, Camera, Rear",Front and Side and More Airbags,"""Pirineos"" Grau",Grey Metallic,"Part leather, Black",17699.0,Seat,1.0,4.0
Used vehicle,Saloon,05189,German edition,107177.0,1798.0,132.0,Petrol,5.0,4/5,Automatic,Euro6,4 (Green),10/2016,04/2026,"Automatic climatisation, 2 zones","Rear, Front",Front and Side and More Airbags,Mitternachtsschwarz,Grey Metallic,"Cloth, Other",13900.0,Seat,,4.0
"Used vehicle, Accident-free",Estate Car,8608,,72347.0,1798.0,132.0,Petrol,5.0,4/5,Manual gearbox,Euro6,4 (Green),02/2017,03/2026,"Automatic climatisation, 2 zones","Rear, Front",Front and Side Airbags,Pirineos Grau Metallic,Grey Metallic,"Alcantara, Other",16450.0,Seat,1.0,
Used vehicle,Van / Minibus,24664,German edition,117823.0,1968.0,103.0,Diesel,5.0,4/5,Manual gearbox,,,11/2013,10/2026,"Automatic climatisation, 2 zones","Front, Rear",,Indium grau,Grey Metallic,"Cloth, Beige",18490.0,Seat,2.0,4.0
"Used vehicle, Accident-free",Saloon,,German edition,93247.0,1798.0,132.0,Petrol,5.0,4/5,Manual gearbox,Euro6,4 (Green),08/2015,New,Automatic air conditioning,"Front, Rear",Front and Side and More Airbags,"""Technic"" Grau",Grey Metallic,"Part leather, Black",12900.0,Seat,1.0,4.0
"Used vehicle, Accident-free",Estate Car,,German edition,113000.0,1798.0,132.0,Petrol,5.0,4/5,Automatic,Euro6,4 (Green),09/2015,New,Automatic air conditioning,"Front, Rear",Front and Side and More Airbags,"""Technic"" Grau",Grey Metallic,"Alcantara, Black",13990.0,Seat,,4.0
Used vehicle,Estate Car,R036639,German edition,105314.0,1798.0,132.0,Petrol,5.0,4/5,Manual gearbox,Euro6,4 (Green),03/2017,New,"Automatic climatisation, 2 zones","Front, Rear",Front and Side and More Airbags,midnightblack,Black Metallic,"Alcantara, Black",15332.0,Seat,,4.0
"Used vehicle, Accident-free",Van / Minibus,NEA-9123,German edition,84536.0,1968.0,135.0,Diesel,5.0,4/5,Automatic,Euro6,4 (Green),04/2016,New,Automatic air conditioning,"Front, Self-steering systems, Camera, Rear",Front Airbags,Urano Grau,Grey,"Alcantara, Grey",23990.0,Seat,3.0,
Used vehicle,Saloon,80,German edition,78083.0,1984.0,195.0,Petrol,5.0,4/5,Manual gearbox,Euro5,4 (Green),03/2012,,Automatic air conditioning,"Rear, Front",Front and Side and More Airbags,"""Universo"" schwarz",Black Metallic,"Alcantara, Black",13990.0,Seat,2.0,
"Used vehicle, Accident-free",Estate Car,AZL583,,94765.0,1395.0,110.0,Petrol,5.0,4/5,Automatic,Euro6,4 (Green),01/2018,New,"Automatic climatisation, 2 zones",Rear,Front and Side and More Airbags,,Black,"Full leather, Black",16890.0,Seat,3.0,4.0
Used vehicle,SUV / Off-road Vehicle / Pickup Truck,,German edition,103890.0,1395.0,110.0,Petrol,5.0,4/5,Manual gearbox,Euro6,4 (Green),10/2017,11/2025,"Automatic climatisation, 2 zones","Front, Rear",Front and Side and More Airbags,Cappuccino Beige,Beige Metallic,"Cloth, Black",16490.0,Seat,2.0,
"Used vehicle, Accident-free",SUV / Off-road Vehicle / Pickup Truck,,,64000.0,1984.0,140.0,Petrol,5.0,4/5,Automatic,Euro6,4 (Green),08/2017,New,"Automatic climatisation, 2 zones","360° camera, Self-steering systems, Rear, Front",Front Airbags,,White,"Full leather, Grey",22720.0,Seat,,4.0
Used vehicle,Estate Car,--117--,,69820.0,1395.0,92.0,Petrol,5.0,4/5,Manual gearbox,Euro6,1 (None),12/2016,,"Automatic climatisation, 2 zones",Rear,Front and Side and More Airbags,technic grau,Grey Metallic,"Cloth, Black",16500.0,Seat,2.0,4.0
"Used vehicle, Accident-free",Estate Car,232768,German edition,69980.0,1798.0,132.0,Petrol,5.0,4/5,Automatic,Euro6d,4 (Green),01/2017,,Automatic air conditioning,"Rear, Front",Front and Side and More Airbags,"""Technic"" Grau",Grey Metallic,"Cloth, Black",17990.0,Seat,1.0,4.0
"Used vehicle, Accident-free",Estate Car,,German edition,91000.0,1395.0,110.0,Petrol,5.0,4/5,Automatic,Euro6,4 (Green),08/2016,New,"Automatic climatisation, 2 zones","Rear, Front",Front and Side and More Airbags,"""Candy"" Weiss",White,"Part leather, Black",13990.0,Seat,2.0,4.0
"Used vehicle, Accident-free",Van / Minibus,,,111000.0,1968.0,110.0,Diesel,7.0,4/5,Manual gearbox,Euro6,4 (Green),06/2016,New,"Automatic climatisation, 3 zones","Camera, Rear, Front",Front and Side and More Airbags,"""Roble Negro"" Braun",Brown Metallic,"Cloth, Black",19990.0,Seat,1.0,4.0
Used vehicle,Estate Car,77454_GW_MUE-V,,105000.0,1798.0,132.0,Petrol,5.0,4/5,Automatic,Euro6,4 (Green),03/2018,08/2024,Automatic air conditioning,"Rear, Front",Front and Side and More Airbags,Mitternachtsschwarz,Black,"Alcantara, Black",16450.0,Seat,2.0,4.0
"Used vehicle, Accident-free",Saloon,LR095958,German edition,89960.0,999.0,85.0,Petrol,5.0,4/5,Automatic,Euro6d,4 (Green),02/2020,New,"Automatic climatisation, 2 zones","Front, Camera, Rear",Front and Side and More Airbags,Reinrot,Red,"Part leather, Black",17650.0,Seat,1.0,3.0
Used vehicle,Estate Car,,German edition,91624.0,1984.0,221.0,Petrol,5.0,4/5,Automatic,Euro6d-TEMP,4 (Green),09/2020,New,"Automatic climatisation, 2 zones","Front, Rear, Camera",Front and Side and More Airbags,"""Magnetic Tech""",Grey Metallic,"Part leather, Black",23870.0,Seat,2.0,4.0
"Used vehicle, Accident-free",Estate Car,72,German edition,63926.0,1197.0,77.0,Petrol,5.0,4/5,Automatic,Euro5,4 (Green),03/2014,New,"Automatic climatisation, 2 zones","Front, Rear",Front and Side and More Airbags,"""montsant"" rot",Red Metallic,"Cloth, Black",14980.0,Seat,2.0,
"Used vehicle, Accident-free",Estate Car,33997,German edition,62250.0,1498.0,110.0,Petrol,5.0,4/5,Automatic,Euro6d-TEMP,4 (Green),10/2018,10/2025,"Automatic climatisation, 2 zones","Rear, Front",Front and Side and More Airbags,mystery blau metallic,Blue Metallic,"Full leather, Black",18980.0,Seat,1.0,4.0
"Used vehicle, Accident-free",Estate Car,33997,German edition,62250.0,1498.0,110.0,Petrol,5.0,4/5,Automatic,Euro6d-TEMP,4 (Green),10/2018,10/2025,"Automatic climatisation, 2 zones","Front, Rear",Front and Side and More Airbags,mystery blau metallic,Blue Metallic,"Full leather, Black",18980.0,Seat,1.0,4.0
"Used vehicle, Accident-free",Saloon,,,92400.0,1798.0,132.0,Petrol,5.0,4/5,Manual gearbox,Euro6,4 (Green),03/2017,10/2025,"Automatic climatisation, 2 zones","Front, Camera, Rear",Front and Side and More Airbags,,White,"Alcantara, Black",14850.0,Seat,3.0,
"Used vehicle, Accident-free",SUV / Off-road Vehicle / Pickup Truck,,German edition,124000.0,1984.0,140.0,Petrol,7.0,4/5,Automatic,Euro6,4 (Green),08/2019,New,Automatic air conditioning,"Front, Rear, Camera, Self-steering systems",Front and Side and More Airbags,"""Deep"" Schwarz Perleffekt",Black Metallic,"Alcantara, Black",24890.0,Seat,1.0,4.0
"Used vehicle, Accident-free",Estate Car,82-30,German edition,74500.0,1798.0,132.0,Petrol,5.0,4/5,Automatic,Euro6,4 (Green),08/2018,New,"Automatic climatisation, 2 zones","Camera, Front, Rear",Front and Side and More Airbags,"""Nevada"" Weiss",White Metallic,"Alcantara, Black",21780.0,Seat,2.0,
